.6
.8077,.0021
.518,.0588
.3477,.135
.6598,.8718
.4134,.5269
.9992,.0117
.3594,.8467
.1988,.742
.8754,.1872
.7313,.4537
.0977,.5175
.2084,.3184
.8095,.6346
.9212,.4048
.0037,.6872
.538,.652
.4128,.3519
.6538,.1697
.0345,.2622
.8409,.8249
10
160
169
142
129
130
124
110
118
101
107
114
191
166
178
227

